ANT	dA	POST	TAG
Böyle hiç anlaşılmaz ve korkutucu geliyorlar ama bir şey yok , şarkı ya	da	ses dosyaları yani bunlar . 3D Surround Ses 3 boyutlu saran ses demek .	NDC
Filistin yönetiminin kontrolü altında olması ... Dünyanın en hareketli dolayısıyla	da	en belalı coğrafyasının ortasında yaşamak kolay iş değil . Başka ülkelerin tek boyutlu bakabilecekleri meselelere Türkiye'nin kılı kırk yararak ve çok ...	NDC
Evet , bu düşünce özgürlüğünün önünde önemli engellerden birisiydi . Türkçe dışında ya	da	kanunun öngördüğü diller dışında bir dilde düşüncesini ifade etmek istiyorsa insanla bu konuda yasak getirilebiliyordu .	NDC
Yanda fotoğrafını gördüğünüz köpek ne bir film ne de reklam oyuncusu . Zaten dünyanın her tarafında fotoğraflarının olduğundan	da	habersiz . Üstelik ismi hemen hemen bütün dünya basınında yer aldı .	DC
Sizi kim iyi dans ettiğinize ikna etti	de	yarışmalara saldı kardeşim .	DC
Turizmde marka dönemi Sektördeki olumlu gelişmeler karşısında grup olarak yatırımlarına	da	hız verdiklerini belirten Tamince , Bodrum otelimizi bu ay hizmete açtık . 2004 yılında Kemer'deki otel projemiz devreye girecek . Ayrıca Marmaris'te de yatırım planlıyoruz dedi .	NDC
Sayın Kansu bu embriyonik hücrelerin kök hücrelerin elde edilmesi konusunda işte tartışmalar yaşanıyor . Belki bu konuda yanlış anlaşılmalar	da	olabiliyor . Bizim haberimizde vardı ben dikkat ettim embriyondan ziyade biz de cenin gösterdik .	DC
Amerika ne yapsaydı diye sormak mümkün , soruluyor	da	zaten ... 11 Eylül'de evlatlarını kaybeden Amerikalılar'a , evlatlarının zaten çoğunu yitirmiş , kalanlarını da yitirecek Afganlar eklenecek .	DC
Taraflar iyi anlayış , karşılıklı güven ve normal şartlara dönüşü sağlamak için her iki tarafın alacağı pratik önlemlere uymayı kararlaştırmışlardır . Kıbrıs Cumhuriyeti'nin askerden arındırılması konusu	da	görüşmelerde ele alınacaktır . Kıbrıs'ın kısmen veya tamamen başka bir ülkeye bağlanması , taksimi veya ayrı iki devlet halinde olmasına karşı , bağımsızlığı , toprak bütünlüğü ve egemenliği garanti altına alınacaktır .	NDC
Bir ara hatırlatın	da	, Kurtlar Vadisi ile ilgili yazılanlardan en çok güldüklerim başlıklı bir brifing vermeye çalışayım sizlere	DC
Küresel kozmetik pazarının büyüklüğünün 150 milyar doları aştığını , Türkiye'de ise pazar büyüklüğünün henüz 1.5 milyar dolar olduğunu söyleyen Dündar , Yani dışarıdaki pazar Türkiye'deki pazardan 99 kat daha büyük . Bu pazardan Türk firmalarının	da	daha fazla pay alabilmeleri için Ar - Ge ve pazarlamaya daha fazla bütçe ayırmaları gerekiyor .	NDC
Ben de cevap verdim sana . Sorun spontaneydi , hoşuma	da	gitti . Ama canlı yayında bir daha sordun .	DC
Yani Çınar kedi falan diyoruz	da	bu dört ayak durumları benim aklımı karıştırıyor !	DC
Önceden gerekli tanıtımın yapılması şartıyla , bizde de cazip bir ortamın varolduğunu düşünüyorum . Özellikle	de	kara teslim olduğumuz bu sevimsiz karakış günlerinde .	NDC
Kıbrıslı Türkler izolasyonların esas olarak Avrupa ile KKTC limanlarından doğrudan ticaret yapılabilmesi ve doğrudan uçuşların başlamasıyla kalkabileceğini belirtiyor . Yeni hükümetin , izolasyonların kalkması için gerekli olan bu adımların hayata geçmesi yönünde	de	yoğun bir diplomasi trafiği yürütmesi gerekiyor .	DC
Şu anda bu kadıncağıza umut vermeyelim . Belki ben de yardım edemeyebilirim ya	da	başarılı olamayabilirim . Bir de benden dolayı üzüntü çekmesin .	NDC
Süper Lig şampiyonunu belirleyen Fenerbahçe - Galatasaray maçından beri , beyninde bir kurşunla yatan 15 yaşındaki Tayfun Arıcı için ise belki	de	değişen tek şey , hiç bir sosyal güvencesi olmayan ailesinin hastane ve eczanede biriktikçe biriken borcu olacak .	NDC
Haydi biz burada Rize çayını bulamıyoruz	da	mecburen ak çayla , gök çayla idare ediyoruz , ya Türkiye’de fincanda soğuk çay içenlere ne demeli ?	DC
Volkan ' ın , Ümit Karan ' ın yumrukları cezasını buldu	da	kaleci Mondragon ' un yaptıklarına ne demeli .	DC
İstersen YTL ile ilgili sana özel seans yapayım . Bir kere dinlemiştin	de	ne güzel sorular sormuştun . Ben de vakit bol kaç kere yeterse sana o kadar anlatayım .	DC
Barışa bir fırsat tanınmalıdır . Barışçıl yöntemler henüz tüketilmiş	de	değildir . Bölgede meydana gelecek bir çatışmanın , Irak'ı , Türkiye'yi ve bölge ülkelerini olumsuz etkileyeceğini vurgulayan Sezer , Irak'ı sorumlu davranmaya davet etti .	DC
Uzanların arşivinde kasedi olan Yargıtay üyesinin Ahmet Köksal olduğu , Köksal'a ait bu kasedin	de	Akşener tarafından deşifre edilen kasetler arasında bulunduğu öğrenildi .	DC
Çağrı ' nın profesör babası ile suçladığı Başkent Hastanesi arasında sürtüşme sürüyor	da	onun için yazdım . Hastane yetkilileri çok alındıkları sözler üzerine baba Mesut Anıl'ı mahkemeye vermeye hazırlanıyormuş .	DC
ece gürselin 5 erkek arasında kaybolduğunu söyledikten sonra ceyhun biz onda kayboluruz	da	ona bir şey olmaz dedi .  ama gerçekten de ece gürsel kayboldu .	DC
Kar haline getirilmiş buz doldurduğu bardağın içine bir miktar tekila döken barmen , biraz limon suyu eklemiş , biraz	da	portakal likörü . Marjorie bayılmış bu karışıma .	NDC
Irmak'ın ayrılışından sonra bankerlik kuruluşunun müdürü de bilgi vermekten kaçındı ve sorular karşısında Hesabı vardır da diyemem , yoktur	da	diyemem . Biliyorsunuz bu konu gizlidir dedi .	DC
sen de hangi futbolcunun çocuğusun açıkla	da	kamuoyu aydınlansın .	DC
Böyle bir şeyi ben kabul etmiyorum , ben bunu özerklik olarak da görmüyorum. İnşallah sonu iyi biter . Yüce parlamentoya	da	güveniyoruz , onlar da sağ duyulu insanlar komisyondaki arkadaşlarımız , ağabeylerimiz .	NDC
Uzman personelin içinde sosyalite uzmanlarını , psikologları , çocuk gelişimcileri sayabilirim . Rehabilitasyon merkezleri içinde fizyoterapistleri	de	ekleyebilirim . Dolayısıyla şimdi eğitim konusunda şunu öneriyoruz	DC
Nazım Hikmetof Yoldaş bizim büyük şair ve büyük vatanperverimiz Namık Kemal`e sövüyor	da	o edebiyatçılardan hiçbirisinin kılı kıpırdamıyor .	DC
Ama Blair de oralı değil . İslamiyet'in farkı ise , tam	da	kedinin yarı kutsanmışlığı , Hz. Muhammed'in kedi sevgisiyle oluşan dokunulmazlığı .	NDC
Serdengeçti , yüksek enflasyonla mücadeleye de değinerek , dönem dönem yüzde 12'ler gibi bir büyümenin sağlandığını , arkasından	da	krizle birlikte eksi büyüme yaşandığını söyledi .	NDC
Oğlum da bunun üzerine kimsenin vekâletini almadı . Oğluma kefilim , bu dava nedeniyle kimseden para	da	almamıştır . Ben de bu konuyla ilgili yargıda kimseyle görüşmüş değilim .	NDC
Teşekkür ediyoruz . Bugün	de	programımızın sonuna geldik .	NDC
Kimi zaman , Nasıl oluyor da yanlış olmuyor , olmadı bile dersiniz . Kendini size bile unutturan kontrol gereçleri , kontrol melekleri iş üstündedir	de	, ondan . Necdet işte o efsunlulardandı .	DC
Türkiye'deyse AIDS'liyi yüzde yüz reddetme var , hastalığı bilmiyorlar . Zannediyorlar ki öpüşmeyle de , hapşırmayla	da	geçer . Botswana'da 6,5 yıl yaşadım .	NDC
Aralarında iki küçük çocuğun da bulunduğu 192 yolcu ve 9 kişilik uçuş ekibini taşıyan uçak yakıt ikmali için Atina'ya indirildi . Başbakan Tayyip Erdoğan ve Ulaştırma Bakanı Binali Yıldırım'ın	da	katıldığı korsanı ikna etme çabaları sonuç verdi ve korsan bütün yolcuları serbest bıraktı .	NDC
ECRİ aynı zamanda , ibadet yerlerinin açılması önündeki idari engellere , rahip sayısının yetersizliğine ve bazı cemaatlerin mensuplarının sayısının azalıyor olmasına	da	değinmiştir . ECRİ , Türk yetkilileri azınlıktaki dini gruplarla bu türden ve azınlık cemaatlerinin karşılaşabilecekleri buna benzer başka sorunlar hakkında diyalog kurmaya çağırmıştı .	NDC
sizin sorduğunuz sorulara ben cevap verirsem işinize gelmeyebilir , gelebilir	de	. Benim size her şeyi söylemem doğru değildir .	DC
İşte onu bulamadım	da	beyazın tersi diye söyledim .	DC
Önerilen isimlerin ne TÜBİTAK başkanı olabilecek bilimsel yeterlilikleri var ne	de	vizyonları . Daha da rahatsız edici olan , söz konusu isimlerin birtakım ideolojik bağlantı içerisinde görünüyor olmaları ...	NDC
Sonuçları heyecanla bekliyorum , soğukkanlılığımı	da	kaybetmiş değilim .	DC
Çekini ödemeyen veya icrada gerekli mal beyanında bulunmayan borcunu ödemekle kurtuluyordu , şimdi hiç kimse borcunu ödemeyecek , alacaklı	da	yasadışı yollara başvuracak , bu hal topluma yarar mı getirir , zarar mı ?	DC
Hiçbir şeyi tayin etmedim , hiç düşünmedim	de	. Hangi film ya da roman kahramanı size benzer .	DC
Eşim Selahattin , işini bitirdikten sonra ertesi gün eve gelecekti Evde bulunduğu zaman zarfında telefon ile hiç kimse ile görüşmedi . Kimseyi	de	aramadı . yemeğini yiyip çıktı .	DC
Aman ne tatlı sesin varmış senin ! Hele gel	de	seni bir bağrıma basayım .	DC
İlgisizlik çağı seçmenlerinin , parti içi demokrasi veya parti programına göre belli bir partiye yöneldikleri görüşü de abartılıdır . Gerçekten	de	solun yenileşme , bütünleşme ve kitleselleşme konusunda ciddi sıkıntıları bulunmaktadır .	NDC
Başlık parası'nı kazanamamıştım ! Babam borç etti	de	ancak evlenebildim . Dönelim iş hayatına .	DC
Konu stres olunca ne yapacağımızı biliyoruz	da	, sorun nasıl yapacağımız . Motivasyonu nasıl yaratacağımız , nereden başlayacağımız ve ipin ucunu kaçırmadan nasıl devam edeceğimiz ...	DC
haberi okudum ve gözlerime inanamadım . mail attım	da	cevabın çok doyurucu olacağını sanmıyorum .	DC
sen vahi beyi al götür , biraz çabuk ol	da	baban sarhoşken senin burada olduğunu anlamasın .	DC
Hürriyet geçen yıl yanlışlıkla kamelya demişti	de	Türk basınına tartışacak malzeme çıkmıştı .	DC
Diyarbakır'da 21 , Adıyaman'da 33 fabrikanın açılışı yapılmıştır . Bunların devamı	da	gelecektir . Esas mesele , toplumun ekonomik özgüvenini sağlamak , öyle sanıyorum ki terörün kökünü kazımakta da önemli bir adım olacaktır .	DC
Bugün İstanbul'un birçok semtinde emlak fiyatları dörtte bir değerine düşerken ve buna rağmen alıcı bulamazken , hem emlak vergisi oranının artırılması , hem	de	arsa değerlerinin fahiş olarak takdir edilmesi soygundan başka bir şey değildir .	NDC
Umarım ki , akıllarını başlarına alırlar	da	kendi sonları da daha öncekiler gibi olmaz .	DC
film gerçekten çok sağlamdı bence . o beğenmeyen arkadaşlara bi sözüm olacak yapabiliyorsak böyle bi film bizimkiler yapsın	da	görelim . film fantastik - bilimkurgu formatında oldsuğu için efekt lerin olması gayet doğal Gerçekten başarılı bir yapım ...	DC
Asıl olan hep üç puandır . Üç puan alalım	da	tenkit edileyim . Maçın anahtarı iki farklı skoru bulmakta yatıyor .	DC
Sakın annem duymasın ama hızı çok seviyorum , bana bu yüzden çok kızıyor . Zaten yaptığım spordan	da	belli herhalde hızı sevdiğim .	NDC
NTV'ye konuşan Başbakan Yardımcısı Abdüllatif Şener , Böyle bir uygulama olmaz . Bu hem sosyal barışı , hem	de	hükümetin uyguladığı programı bozar dedi .	NDC
Hülya Avşar'ın yeni dizisinin tutacağını düşünmüyorum . Gülben Ergen ve Ebru Gündeş'in televizyona yaptığı işler	de	tutmaz . Çünkü özel hayatlarıyla çok gündemdeler .	DC
Bizim haricimizdeki insanlar söyleyecek . Böyle bir şeyi ben kabul etmiyorum , ben bunu özerklik olarak	da	görmüyorum . İnşallah sonu iyi biter .	DC
Velhasıl ; hadi karanlık demeyeyim	de	, tuhaf bir gelecek bizi bekliyor .	DC
Filmin sonunda , çocuğu olmayan kız kardeş , ayrıldığı kocasıyla seviştikten sonra ölüyordu , sevmediği adamla evlenen kız kardeş	de	, sevdiği adamla sevişip , kocasından iyi bir dayak yedikten sonra , kendi toplumunu terk ediyordu .	NDC
İnsanın dans ederken karakterini ortaya koyduğunu düşünmeye başladığı ilk dönemlerde Vural , bu konudaki yorumlarını aktarmış çevresindekilere . Siz aslında şöyle biri misiniz diye sorduğunda	da	olumlu yanıt almış . Daha sonra da bu bağlantının nedenlerini araştırmaya başlamış .	NDC
Bu sistem gelişen dalıcı donanımına uyumlu olarak dalış eğitim tekniklerini sürekli geliştirmiş ve güncellemiştir . Profesyonel dalıcıların görüş ve istekleri	de	bu yöndedir . Sınıf havuz ve açık deniz çalışmalarıyla tüm dünyada geçerli başarılı bir standart oluşturmuştur .	DC
Şair şaraptan başka tütün ve afyondan da bahsetmektedir . Şair şiirlerinde meyhane ve meyhaneciye	de	yer vermiştir . Yürek temizliğiyle meyhanenin eşiğine yüzünü sürenlerin çoğunun oraya mutsuz gelip güler yüz ile gittiğini söyleyerek meyhaneyi bir bakıma insanlara huzur ve mutluluk veren Allah ın huzuruna benzetiyor .	NDC
Bu nedenle günümüzde bu tür çalışmalara büyük ihtiyaç duyulduğu düşünülürse bu sözlük oldukça önemlidir . Bu sözlüğün diğer bir yönü 	de	günlük dilde çok kullanılan kelimelerden oluşmasıdır . Bu açıdan da eser dikkate değer bir çalışmadır .	DC
Bayağı güzel bir yerde konumlanmış bir yapı . Buranın askeri kampı	da	çok güzelmiş . Oldukça geniş bir alana yayılmış .	NDC
Eserde konuya geniş bir çerçeveden bakılmış olup anketlerde iş yeri sahiplerinin ve müşterilerin eğitim durumlarından iş yerinin bulunduğu semte kullanılan ismin yabancı mı yoksa Türkçe kökenli mi olduğuna kadar pek çok konuda çeşitli sorular yer almıştır . Eserin sonunda dilimizde yaşanan bu çarpıklığa ait fotoğraflara	da	yer verilmiştir . Dilin bugün yaşadığı çıkmazda dilde uygulanan bazı yanlış politikaların da etkili olduğunun altını çizilmiştir .	DC
Dilin bugün yaşadığı çıkmazda dilde uygulanan bazı yanlış politikaların da etkili olduğunun altını çizilmiştir . Bu konuda basından alınan bazı yazılara	da	yer verilmiştir . Kitaba alınan yazılardan birinde Şiar Yalçın bu durumu şöyle dile getirmektedir .	DC
Giresun çok güzel bir yer . Ben	de	gittim . Herkese tavsiye ederim .	DC
Bayağı güzel bir manzarası var . Buranın bir pansiyonu	da	var . Kalınabilir . Ama Büyükada şehre çok uzak .	NDC
Türkçenin bütün söz varlığını kapsayan ve kullanıcılara sunan kolay kullanılır bir sözlük olacaktır . Yabancı dillerde	de	benzer sözlükler bulunmaktadır .	DC
Bu eserleri kullanıcılara özgürce sunacak yerimiz olmadığı gibi kütüphane deposunda da kitaplarımızı koyacak yer artık kalmamıştır . Ayrıca çağdaş kütüphanelerde eserler sayısal ortama aktarılarak kullanıcılara sunulmaktadır . Bugünkü binamız bu imkânı	da	sağlayamamaktadır . Yirmiyi aşkın çalışma grubumuzun aynı zamanda toplanmalarını ve çalışmalarını sağlayacak yeterli sayıda toplantı odamız da bulunmamaktadır .	DC
Bunun gibi yıl sonlarında askerî siyasî kültürel ve bilimsel olayların değerlendirildiği de göze çarpıyor . Bu anketlerde doğal olaylar	da	geçer .  Son yıllarda ülkemizde de türlü alanlarda ün yapmış kişileri seçmek amacıyla jüriler kurulduğuna tanık olmaya başladık .	DC
İnternette sanal virtual alışveriş merkezleri kuruldu böylece bilgisayar aracılığıyla alışveriş yapmak mümkün hale geldi . Bazı gazetelerimiz internetten	de	yayın yapmaya başladı . Kısacası Türk milleti olarak interneti benimsemiş ve sevmiştik .	DC
33 yeni eserin baskı işlemleri ise tamamlanmak üzeredir . Bu eserler	de	bu yıl içerisinde yayımlanmış olacaktır .	DC
Bu yılın Aralık ayında ise Türk Dili 600. sayısına ulaşacak . Bu sayı 	da	özel sayı olarak yayımlanacaktır .	DC
Basit araçların aletlerin ve düşüncelerin bir araya gelmesiyle ortaya konan bu olgular veya veriler basit hatta naif biçimleriyle göze çarparlar . Bazen bu tür eserlerin ilkel primitif olarak adlandırıldıkları	da	olur . Kişi dilindeki veya elindeki malzemeyi en kolay bir yöntemle kullanmış ve çok basit gibi görünen bir biçimle o veriyi meydana çıkarmıştır .	DC
Birinci elden derlenen halk bilimi malzemesinin sağlam olmasına karşılık değişik biçimlerde karşımıza çıkan metinlerde bazı tutarsızlıklar ve bozukluklar göründüğünde bu metnin herhangi bir biçimde değiştirildiği ihtiyaca uygun duruma getirildiği veya üzerinde çeşitli amaçlarla oynandığı anlaşılmaktadır . Böyle bir durumda ele geçirilen malzemeye pek güven duyulmayacağı	da	açıktır . Dil ve folklorun örtüştüğü veya kesiştiği bu alanda elde edilen malzemenin özelliklerini daha doğrusu birinci elden özellikler ile bunlara karşılık ikinci elden özellikleri aşağıda ayrı ayrı göstererek dil ve folklor araştırmacılarına bir parça kolaylık sağlamak malzemeyi derlerken denetim ve karşılaştırma işlemlerini de bu özellikleri göz önünde tutarak yapmalarına imkân vermek istiyorum .	DC
